name,stat,value,value_normalized
Cofagrigus,sp_attack,95,"46,2"
Tirtouga,sp_attack,53,"23,37"
Carracosta,sp_attack,83,"39,67"
Archen,sp_attack,74,"34,78"
Archeops,sp_attack,112,"55,43"
Trubbish,sp_attack,40,"16,3"
Garbodor,sp_attack,60,"27,17"
Zorua,sp_attack,80,"38,04"
Zoroark,sp_attack,120,"59,78"
Minccino,sp_attack,40,"16,3"
Cinccino,sp_attack,65,"29,89"
Gothita,sp_attack,55,"24,46"
Gothorita,sp_attack,75,"35,33"
Gothitelle,sp_attack,95,"46,2"
Solosis,sp_attack,105,"51,63"
Duosion,sp_attack,125,"62,5"
Reuniclus,sp_attack,125,"62,5"
Ducklett,sp_attack,44,"18,48"
Swanna,sp_attack,87,"41,85"
Vanillite,sp_attack,65,"29,89"
Vanillish,sp_attack,80,"38,04"
Vanilluxe,sp_attack,110,"54,35"
Deerling,sp_attack,40,"16,3"
Sawsbuck,sp_attack,60,"27,17"
Emolga,sp_attack,75,"35,33"
Karrablast,sp_attack,40,"16,3"
Escavalier,sp_attack,60,"27,17"
Foongus,sp_attack,55,"24,46"
Amoonguss,sp_attack,85,"40,76"
Frillish,sp_attack,65,"29,89"
Jellicent,sp_attack,85,"40,76"
Alomomola,sp_attack,40,"16,3"
Joltik,sp_attack,57,"25,54"
Galvantula,sp_attack,97,"47,28"
Ferroseed,sp_attack,24,"7,61"
Ferrothorn,sp_attack,54,"23,91"
Klink,sp_attack,45,"19,02"
Klang,sp_attack,70,"32,61"
Klinklang,sp_attack,70,"32,61"
Tynamo,sp_attack,45,"19,02"
Eelektrik,sp_attack,75,"35,33"
Eelektross,sp_attack,105,"51,63"
Elgyem,sp_attack,85,"40,76"
Beheeyem,sp_attack,125,"62,5"
Litwick,sp_attack,65,"29,89"
Lampent,sp_attack,95,"46,2"
Chandelure,sp_attack,145,"73,37"
Axew,sp_attack,30,"10,87"
Fraxure,sp_attack,40,"16,3"
Haxorus,sp_attack,60,"27,17"
Cubchoo,sp_attack,60,"27,17"
Beartic,sp_attack,70,"32,61"
Cryogonal,sp_attack,95,"46,2"
Shelmet,sp_attack,40,"16,3"
Accelgor,sp_attack,100,"48,91"
Stunfisk,sp_attack,81,"38,59"
Mienfoo,sp_attack,55,"24,46"
Mienshao,sp_attack,95,"46,2"
Druddigon,sp_attack,60,"27,17"
Golett,sp_attack,35,"13,59"
Golurk,sp_attack,55,"24,46"
Pawniard,sp_attack,40,"16,3"
Bisharp,sp_attack,60,"27,17"
Bouffalant,sp_attack,40,"16,3"
Rufflet,sp_attack,37,"14,67"
Braviary,sp_attack,57,"25,54"
Vullaby,sp_attack,45,"19,02"
Mandibuzz,sp_attack,55,"24,46"
Heatmor,sp_attack,105,"51,63"
Durant,sp_attack,48,"20,65"
Deino,sp_attack,45,"19,02"
Zweilous,sp_attack,65,"29,89"
Hydreigon,sp_attack,125,"62,5"
Larvesta,sp_attack,50,"21,74"
Volcarona,sp_attack,135,"67,93"
Cobalion,sp_attack,90,"43,48"
Terrakion,sp_attack,72,"33,7"
Virizion,sp_attack,90,"43,48"
Tornadus,sp_attack,110,"54,35"
Thundurus,sp_attack,145,"73,37"
Reshiram,sp_attack,150,"76,09"
Zekrom,sp_attack,120,"59,78"
Landorus,sp_attack,105,"51,63"
Kyurem,sp_attack,170,"86,96"
Keldeo,sp_attack,129,"64,67"
Meloetta,sp_attack,77,"36,41"
Genesect,sp_attack,120,"59,78"
Chespin,sp_attack,48,"20,65"
Quilladin,sp_attack,56,"25,0"
Chesnaught,sp_attack,74,"34,78"
Fennekin,sp_attack,62,"28,26"
Braixen,sp_attack,90,"43,48"
Delphox,sp_attack,114,"56,52"
Froakie,sp_attack,62,"28,26"
Frogadier,sp_attack,83,"39,67"
Greninja,sp_attack,153,"77,72"
Bunnelby,sp_attack,32,"11,96"
Diggersby,sp_attack,50,"21,74"
Fletchling,sp_attack,40,"16,3"
Fletchinder,sp_attack,56,"25,0"
Talonflame,sp_attack,74,"34,78"
Scatterbug,sp_attack,27,"9,24"
Spewpa,sp_attack,27,"9,24"
Vivillon,sp_attack,90,"43,48"
Litleo,sp_attack,73,"34,24"
Pyroar,sp_attack,109,"53,8"
Flabébé,sp_attack,61,"27,72"
Floette,sp_attack,125,"62,5"
Florges,sp_attack,112,"55,43"
Skiddo,sp_attack,62,"28,26"
Gogoat,sp_attack,97,"47,28"
Pancham,sp_attack,46,"19,57"
Pangoro,sp_attack,69,"32,07"
Furfrou,sp_attack,65,"29,89"
Espurr,sp_attack,63,"28,8"
Meowstic,sp_attack,83,"39,67"
Honedge,sp_attack,35,"13,59"
Doublade,sp_attack,45,"19,02"
Aegislash,sp_attack,150,"76,09"
Spritzee,sp_attack,63,"28,8"
Aromatisse,sp_attack,99,"48,37"
Swirlix,sp_attack,59,"26,63"
Slurpuff,sp_attack,85,"40,76"
Inkay,sp_attack,37,"14,67"
Malamar,sp_attack,68,"31,52"
Binacle,sp_attack,39,"15,76"
Barbaracle,sp_attack,54,"23,91"
Skrelp,sp_attack,60,"27,17"
Dragalge,sp_attack,97,"47,28"
Clauncher,sp_attack,58,"26,09"
Clawitzer,sp_attack,120,"59,78"
Helioptile,sp_attack,61,"27,72"
Heliolisk,sp_attack,109,"53,8"
Tyrunt,sp_attack,45,"19,02"
Tyrantrum,sp_attack,69,"32,07"
Amaura,sp_attack,67,"30,98"
Aurorus,sp_attack,99,"48,37"
Sylveon,sp_attack,110,"54,35"
Hawlucha,sp_attack,74,"34,78"
Dedenne,sp_attack,81,"38,59"
Carbink,sp_attack,50,"21,74"
Goomy,sp_attack,55,"24,46"
Sliggoo,sp_attack,83,"39,67"
Goodra,sp_attack,110,"54,35"
Klefki,sp_attack,80,"38,04"
Phantump,sp_attack,50,"21,74"
Trevenant,sp_attack,65,"29,89"
Pumpkaboo,sp_attack,44,"18,48"
Gourgeist,sp_attack,58,"26,09"
Bergmite,sp_attack,32,"11,96"
Avalugg,sp_attack,44,"18,48"
Noibat,sp_attack,45,"19,02"
Noivern,sp_attack,97,"47,28"
Xerneas,sp_attack,131,"65,76"
Yveltal,sp_attack,131,"65,76"
Zygarde,sp_attack,91,"44,02"
Diancie,sp_attack,160,"81,52"
Hoopa,sp_attack,170,"86,96"
Volcanion,sp_attack,130,"65,22"
Rowlet,sp_attack,50,"21,74"
Dartrix,sp_attack,70,"32,61"
Decidueye,sp_attack,100,"48,91"
Litten,sp_attack,60,"27,17"
Torracat,sp_attack,80,"38,04"
Incineroar,sp_attack,80,"38,04"
Popplio,sp_attack,66,"30,43"
Brionne,sp_attack,91,"44,02"
Primarina,sp_attack,126,"63,04"
Pikipek,sp_attack,30,"10,87"
Trumbeak,sp_attack,40,"16,3"
Toucannon,sp_attack,75,"35,33"
Yungoos,sp_attack,30,"10,87"
Gumshoos,sp_attack,55,"24,46"
Grubbin,sp_attack,55,"24,46"
Charjabug,sp_attack,55,"24,46"
Vikavolt,sp_attack,145,"73,37"
Crabrawler,sp_attack,42,"17,39"
Crabominable,sp_attack,62,"28,26"
Oricorio,sp_attack,98,"47,83"
Cutiefly,sp_attack,55,"24,46"
Ribombee,sp_attack,95,"46,2"
Rockruff,sp_attack,30,"10,87"
Lycanroc,sp_attack,55,"24,46"
Wishiwashi,sp_attack,140,"70,65"
Mareanie,sp_attack,43,"17,93"
Toxapex,sp_attack,53,"23,37"
Mudbray,sp_attack,45,"19,02"
Mudsdale,sp_attack,55,"24,46"
Dewpider,sp_attack,40,"16,3"
Araquanid,sp_attack,50,"21,74"
Fomantis,sp_attack,50,"21,74"
Lurantis,sp_attack,80,"38,04"
Morelull,sp_attack,65,"29,89"
Shiinotic,sp_attack,90,"43,48"
Salandit,sp_attack,71,"33,15"
Salazzle,sp_attack,111,"54,89"
Stufful,sp_attack,45,"19,02"
Bewear,sp_attack,55,"24,46"
Bounsweet,sp_attack,30,"10,87"
Steenee,sp_attack,40,"16,3"
Tsareena,sp_attack,50,"21,74"
Comfey,sp_attack,82,"39,13"
Oranguru,sp_attack,90,"43,48"
Passimian,sp_attack,40,"16,3"
Wimpod,sp_attack,20,"5,43"
Golisopod,sp_attack,60,"27,17"
Sandygast,sp_attack,70,"32,61"
Palossand,sp_attack,100,"48,91"
Pyukumuku,sp_attack,30,"10,87"
Type: Null,sp_attack,95,"46,2"
Silvally,sp_attack,95,"46,2"
Minior,sp_attack,100,"48,91"
Komala,sp_attack,75,"35,33"
Turtonator,sp_attack,91,"44,02"
Togedemaru,sp_attack,40,"16,3"
Mimikyu,sp_attack,50,"21,74"
Bruxish,sp_attack,70,"32,61"
Drampa,sp_attack,135,"67,93"
Dhelmise,sp_attack,86,"41,3"
Jangmo-o,sp_attack,45,"19,02"
Hakamo-o,sp_attack,65,"29,89"
Kommo-o,sp_attack,100,"48,91"
Tapu Koko,sp_attack,95,"46,2"
Tapu Lele,sp_attack,130,"65,22"
Tapu Bulu,sp_attack,85,"40,76"
Tapu Fini,sp_attack,95,"46,2"
Cosmog,sp_attack,29,"10,33"
Cosmoem,sp_attack,29,"10,33"
Solgaleo,sp_attack,113,"55,98"
Lunala,sp_attack,137,"69,02"
Nihilego,sp_attack,127,"63,59"
Buzzwole,sp_attack,53,"23,37"
Pheromosa,sp_attack,137,"69,02"
Xurkitree,sp_attack,173,"88,59"
Celesteela,sp_attack,107,"52,72"
Kartana,sp_attack,59,"26,63"
Guzzlord,sp_attack,97,"47,28"
Necrozma,sp_attack,127,"63,59"
Magearna,sp_attack,130,"65,22"
Bulbasaur,sp_defense,65,"21,43"
Ivysaur,sp_defense,80,"28,57"
Venusaur,sp_defense,120,"47,62"
Charmander,sp_defense,50,"14,29"
Charmeleon,sp_defense,65,"21,43"
Charizard,sp_defense,115,"45,24"
Squirtle,sp_defense,64,"20,95"
Wartortle,sp_defense,80,"28,57"
Blastoise,sp_defense,115,"45,24"
Caterpie,sp_defense,20,"0,0"
Metapod,sp_defense,25,"2,38"
Butterfree,sp_defense,80,"28,57"
Weedle,sp_defense,20,"0,0"
Kakuna,sp_defense,25,"2,38"
Beedrill,sp_defense,80,"28,57"
Pidgey,sp_defense,35,"7,14"
Pidgeotto,sp_defense,50,"14,29"
Pidgeot,sp_defense,80,"28,57"
Rattata,sp_defense,35,"7,14"
Raticate,sp_defense,80,"28,57"
Spearow,sp_defense,31,"5,24"
Fearow,sp_defense,61,"19,52"
Ekans,sp_defense,54,"16,19"
Arbok,sp_defense,79,"28,1"
Pikachu,sp_defense,50,"14,29"
Raichu,sp_defense,85,"30,95"
Sandshrew,sp_defense,35,"7,14"
Sandslash,sp_defense,65,"21,43"
Nidoran♀,sp_defense,40,"9,52"
Nidorina,sp_defense,55,"16,67"
Nidoqueen,sp_defense,85,"30,95"
Nidoran♂,sp_defense,40,"9,52"
Nidorino,sp_defense,55,"16,67"
Nidoking,sp_defense,75,"26,19"
Clefairy,sp_defense,65,"21,43"
Clefable,sp_defense,90,"33,33"
Vulpix,sp_defense,65,"21,43"
Ninetales,sp_defense,100,"38,1"
Jigglypuff,sp_defense,25,"2,38"
Wigglytuff,sp_defense,50,"14,29"
Zubat,sp_defense,40,"9,52"
Golbat,sp_defense,75,"26,19"
Oddish,sp_defense,65,"21,43"
Gloom,sp_defense,75,"26,19"
Vileplume,sp_defense,90,"33,33"
Paras,sp_defense,55,"16,67"
Parasect,sp_defense,80,"28,57"
Venonat,sp_defense,55,"16,67"
Venomoth,sp_defense,75,"26,19"
Diglett,sp_defense,45,"11,9"
Dugtrio,sp_defense,70,"23,81"
Meowth,sp_defense,40,"9,52"
Persian,sp_defense,65,"21,43"
Psyduck,sp_defense,50,"14,29"
Golduck,sp_defense,80,"28,57"
Mankey,sp_defense,45,"11,9"
Primeape,sp_defense,70,"23,81"
Growlithe,sp_defense,50,"14,29"
Arcanine,sp_defense,80,"28,57"
Poliwag,sp_defense,40,"9,52"
Poliwhirl,sp_defense,50,"14,29"
Poliwrath,sp_defense,90,"33,33"
Abra,sp_defense,55,"16,67"
Kadabra,sp_defense,70,"23,81"
Alakazam,sp_defense,105,"40,48"
Machop,sp_defense,35,"7,14"
Machoke,sp_defense,60,"19,05"
Machamp,sp_defense,85,"30,95"
Bellsprout,sp_defense,30,"4,76"
Weepinbell,sp_defense,45,"11,9"
Victreebel,sp_defense,70,"23,81"
Tentacool,sp_defense,100,"38,1"
Tentacruel,sp_defense,120,"47,62"
Geodude,sp_defense,30,"4,76"
Graveler,sp_defense,45,"11,9"
Golem,sp_defense,65,"21,43"
Ponyta,sp_defense,65,"21,43"
Rapidash,sp_defense,80,"28,57"
Slowpoke,sp_defense,40,"9,52"
Slowbro,sp_defense,80,"28,57"
Magnemite,sp_defense,55,"16,67"
Magneton,sp_defense,70,"23,81"
Farfetch'd,sp_defense,62,"20,0"
Doduo,sp_defense,35,"7,14"
Dodrio,sp_defense,60,"19,05"
Seel,sp_defense,70,"23,81"
Dewgong,sp_defense,95,"35,71"
Grimer,sp_defense,50,"14,29"
Muk,sp_defense,100,"38,1"
Shellder,sp_defense,25,"2,38"
Cloyster,sp_defense,45,"11,9"
Gastly,sp_defense,35,"7,14"
Haunter,sp_defense,55,"16,67"
Gengar,sp_defense,95,"35,71"
Onix,sp_defense,45,"11,9"
Drowzee,sp_defense,90,"33,33"
Hypno,sp_defense,115,"45,24"
Krabby,sp_defense,25,"2,38"
Kingler,sp_defense,50,"14,29"
Voltorb,sp_defense,55,"16,67"
Electrode,sp_defense,80,"28,57"
Exeggcute,sp_defense,45,"11,9"
Exeggutor,sp_defense,75,"26,19"
Cubone,sp_defense,50,"14,29"
Marowak,sp_defense,80,"28,57"
Hitmonlee,sp_defense,110,"42,86"
Hitmonchan,sp_defense,110,"42,86"
Lickitung,sp_defense,75,"26,19"
Koffing,sp_defense,45,"11,9"
Weezing,sp_defense,70,"23,81"
Rhyhorn,sp_defense,30,"4,76"
Rhydon,sp_defense,45,"11,9"
Chansey,sp_defense,105,"40,48"
Tangela,sp_defense,40,"9,52"
Kangaskhan,sp_defense,100,"38,1"
Horsea,sp_defense,25,"2,38"
Seadra,sp_defense,45,"11,9"
Goldeen,sp_defense,50,"14,29"
Seaking,sp_defense,80,"28,57"
Staryu,sp_defense,55,"16,67"
Starmie,sp_defense,85,"30,95"
Mr. Mime,sp_defense,120,"47,62"
Scyther,sp_defense,80,"28,57"
Jynx,sp_defense,95,"35,71"
Electabuzz,sp_defense,85,"30,95"
Magmar,sp_defense,85,"30,95"
Pinsir,sp_defense,90,"33,33"
Tauros,sp_defense,70,"23,81"
Magikarp,sp_defense,20,"0,0"
Gyarados,sp_defense,130,"52,38"
Lapras,sp_defense,95,"35,71"
Ditto,sp_defense,48,"13,33"
Eevee,sp_defense,65,"21,43"
Vaporeon,sp_defense,95,"35,71"
Jolteon,sp_defense,95,"35,71"
Flareon,sp_defense,110,"42,86"
Porygon,sp_defense,75,"26,19"
Omanyte,sp_defense,55,"16,67"
Omastar,sp_defense,70,"23,81"
Kabuto,sp_defense,45,"11,9"
Kabutops,sp_defense,70,"23,81"
Aerodactyl,sp_defense,95,"35,71"
Snorlax,sp_defense,110,"42,86"
Articuno,sp_defense,125,"50,0"
Zapdos,sp_defense,90,"33,33"
Moltres,sp_defense,85,"30,95"
Dratini,sp_defense,50,"14,29"
Dragonair,sp_defense,70,"23,81"
Dragonite,sp_defense,100,"38,1"
Mewtwo,sp_defense,120,"47,62"
Mew,sp_defense,100,"38,1"
Chikorita,sp_defense,65,"21,43"
Bayleef,sp_defense,80,"28,57"
Meganium,sp_defense,100,"38,1"
Cyndaquil,sp_defense,50,"14,29"
Quilava,sp_defense,65,"21,43"
Typhlosion,sp_defense,85,"30,95"
Totodile,sp_defense,48,"13,33"
Croconaw,sp_defense,63,"20,48"
Feraligatr,sp_defense,83,"30,0"
Sentret,sp_defense,45,"11,9"
Furret,sp_defense,55,"16,67"
Hoothoot,sp_defense,56,"17,14"
Noctowl,sp_defense,96,"36,19"
Ledyba,sp_defense,80,"28,57"
Ledian,sp_defense,110,"42,86"
Spinarak,sp_defense,40,"9,52"
Ariados,sp_defense,70,"23,81"
Crobat,sp_defense,80,"28,57"
Chinchou,sp_defense,56,"17,14"
Lanturn,sp_defense,76,"26,67"
Pichu,sp_defense,35,"7,14"
Cleffa,sp_defense,55,"16,67"
Igglybuff,sp_defense,20,"0,0"
Togepi,sp_defense,65,"21,43"
Togetic,sp_defense,105,"40,48"
Natu,sp_defense,45,"11,9"
Xatu,sp_defense,70,"23,81"
Mareep,sp_defense,45,"11,9"
Flaaffy,sp_defense,60,"19,05"
Ampharos,sp_defense,110,"42,86"
Bellossom,sp_defense,100,"38,1"
Marill,sp_defense,50,"14,29"
Azumarill,sp_defense,80,"28,57"
Sudowoodo,sp_defense,65,"21,43"
Politoed,sp_defense,100,"38,1"
Hoppip,sp_defense,55,"16,67"
Skiploom,sp_defense,65,"21,43"
Jumpluff,sp_defense,95,"35,71"
Aipom,sp_defense,55,"16,67"
Sunkern,sp_defense,30,"4,76"
Sunflora,sp_defense,85,"30,95"
Yanma,sp_defense,45,"11,9"
Wooper,sp_defense,25,"2,38"
Quagsire,sp_defense,65,"21,43"
Espeon,sp_defense,95,"35,71"
Umbreon,sp_defense,130,"52,38"
Murkrow,sp_defense,42,"10,48"
Slowking,sp_defense,110,"42,86"
Misdreavus,sp_defense,85,"30,95"
Unown,sp_defense,48,"13,33"
Wobbuffet,sp_defense,58,"18,1"
Girafarig,sp_defense,65,"21,43"
Pineco,sp_defense,35,"7,14"
Forretress,sp_defense,60,"19,05"
Dunsparce,sp_defense,65,"21,43"
Gligar,sp_defense,65,"21,43"
Steelix,sp_defense,95,"35,71"
Snubbull,sp_defense,40,"9,52"
Granbull,sp_defense,60,"19,05"
Qwilfish,sp_defense,55,"16,67"
Scizor,sp_defense,100,"38,1"
Shuckle,sp_defense,230,"100,0"
Heracross,sp_defense,105,"40,48"
Sneasel,sp_defense,75,"26,19"
Teddiursa,sp_defense,50,"14,29"
Ursaring,sp_defense,75,"26,19"
Slugma,sp_defense,40,"9,52"
Magcargo,sp_defense,80,"28,57"
Swinub,sp_defense,30,"4,76"
Piloswine,sp_defense,60,"19,05"
Corsola,sp_defense,95,"35,71"
Remoraid,sp_defense,35,"7,14"
Octillery,sp_defense,75,"26,19"
Delibird,sp_defense,45,"11,9"
Mantine,sp_defense,140,"57,14"
Skarmory,sp_defense,70,"23,81"
Houndour,sp_defense,50,"14,29"
Houndoom,sp_defense,90,"33,33"
Kingdra,sp_defense,95,"35,71"
Phanpy,sp_defense,40,"9,52"
Donphan,sp_defense,60,"19,05"
Porygon2,sp_defense,95,"35,71"
Stantler,sp_defense,65,"21,43"
Smeargle,sp_defense,45,"11,9"
Tyrogue,sp_defense,35,"7,14"
Hitmontop,sp_defense,110,"42,86"
Smoochum,sp_defense,65,"21,43"
Elekid,sp_defense,55,"16,67"
Magby,sp_defense,55,"16,67"
Miltank,sp_defense,70,"23,81"
Blissey,sp_defense,135,"54,76"
Raikou,sp_defense,100,"38,1"
Entei,sp_defense,75,"26,19"
Suicune,sp_defense,115,"45,24"
Larvitar,sp_defense,50,"14,29"
Pupitar,sp_defense,70,"23,81"
Tyranitar,sp_defense,120,"47,62"
Lugia,sp_defense,154,"63,81"
Ho-Oh,sp_defense,154,"63,81"
Celebi,sp_defense,100,"38,1"
Treecko,sp_defense,55,"16,67"
Grovyle,sp_defense,65,"21,43"
Sceptile,sp_defense,85,"30,95"
Torchic,sp_defense,50,"14,29"
Combusken,sp_defense,60,"19,05"
Blaziken,sp_defense,80,"28,57"
Mudkip,sp_defense,50,"14,29"
Marshtomp,sp_defense,70,"23,81"
Swampert,sp_defense,110,"42,86"
Poochyena,sp_defense,30,"4,76"
Mightyena,sp_defense,60,"19,05"
Zigzagoon,sp_defense,41,"10,0"
Linoone,sp_defense,61,"19,52"
Wurmple,sp_defense,30,"4,76"
Silcoon,sp_defense,25,"2,38"
Beautifly,sp_defense,50,"14,29"
Cascoon,sp_defense,25,"2,38"
Dustox,sp_defense,90,"33,33"
Lotad,sp_defense,50,"14,29"
Lombre,sp_defense,70,"23,81"
Ludicolo,sp_defense,100,"38,1"
Seedot,sp_defense,30,"4,76"
Nuzleaf,sp_defense,40,"9,52"
Shiftry,sp_defense,60,"19,05"
Taillow,sp_defense,30,"4,76"
Swellow,sp_defense,50,"14,29"
Wingull,sp_defense,30,"4,76"
Pelipper,sp_defense,70,"23,81"
Ralts,sp_defense,35,"7,14"
Kirlia,sp_defense,55,"16,67"
Gardevoir,sp_defense,135,"54,76"
Surskit,sp_defense,52,"15,24"
Masquerain,sp_defense,82,"29,52"
Shroomish,sp_defense,60,"19,05"
Breloom,sp_defense,60,"19,05"
Slakoth,sp_defense,35,"7,14"
Vigoroth,sp_defense,55,"16,67"
Slaking,sp_defense,65,"21,43"
Nincada,sp_defense,30,"4,76"
Ninjask,sp_defense,50,"14,29"
Shedinja,sp_defense,30,"4,76"
Whismur,sp_defense,23,"1,43"
Loudred,sp_defense,43,"10,95"
Exploud,sp_defense,73,"25,24"
Makuhita,sp_defense,30,"4,76"
Hariyama,sp_defense,60,"19,05"
Azurill,sp_defense,40,"9,52"
Nosepass,sp_defense,90,"33,33"
Skitty,sp_defense,35,"7,14"
Delcatty,sp_defense,55,"16,67"
Sableye,sp_defense,115,"45,24"
Mawile,sp_defense,95,"35,71"
Aron,sp_defense,40,"9,52"
Lairon,sp_defense,50,"14,29"
Aggron,sp_defense,80,"28,57"
Meditite,sp_defense,55,"16,67"
Medicham,sp_defense,85,"30,95"
Electrike,sp_defense,40,"9,52"
Manectric,sp_defense,80,"28,57"
Plusle,sp_defense,75,"26,19"
Minun,sp_defense,85,"30,95"
Volbeat,sp_defense,85,"30,95"
Illumise,sp_defense,85,"30,95"
Roselia,sp_defense,80,"28,57"
Gulpin,sp_defense,53,"15,71"
Swalot,sp_defense,83,"30,0"
Carvanha,sp_defense,20,"0,0"
Sharpedo,sp_defense,65,"21,43"
Wailmer,sp_defense,35,"7,14"
Wailord,sp_defense,45,"11,9"
Numel,sp_defense,45,"11,9"
Camerupt,sp_defense,105,"40,48"
Torkoal,sp_defense,70,"23,81"
Spoink,sp_defense,80,"28,57"
Grumpig,sp_defense,110,"42,86"
Spinda,sp_defense,60,"19,05"
Trapinch,sp_defense,45,"11,9"
Vibrava,sp_defense,50,"14,29"
Flygon,sp_defense,80,"28,57"
Cacnea,sp_defense,40,"9,52"
Cacturne,sp_defense,60,"19,05"
Swablu,sp_defense,75,"26,19"
Altaria,sp_defense,105,"40,48"
Zangoose,sp_defense,60,"19,05"
Seviper,sp_defense,60,"19,05"
Lunatone,sp_defense,85,"30,95"
Solrock,sp_defense,65,"21,43"
Barboach,sp_defense,41,"10,0"
Whiscash,sp_defense,71,"24,29"
Corphish,sp_defense,35,"7,14"
Crawdaunt,sp_defense,55,"16,67"
Baltoy,sp_defense,70,"23,81"
Claydol,sp_defense,120,"47,62"
Lileep,sp_defense,87,"31,9"
Cradily,sp_defense,107,"41,43"
Anorith,sp_defense,50,"14,29"
Armaldo,sp_defense,80,"28,57"
Feebas,sp_defense,55,"16,67"
Milotic,sp_defense,125,"50,0"
Castform,sp_defense,70,"23,81"
Kecleon,sp_defense,120,"47,62"
Shuppet,sp_defense,33,"6,19"
Banette,sp_defense,83,"30,0"
Duskull,sp_defense,90,"33,33"
Dusclops,sp_defense,130,"52,38"
Tropius,sp_defense,87,"31,9"
Chimecho,sp_defense,90,"33,33"
Absol,sp_defense,60,"19,05"
Wynaut,sp_defense,48,"13,33"
Snorunt,sp_defense,50,"14,29"
Glalie,sp_defense,80,"28,57"
Spheal,sp_defense,50,"14,29"
Sealeo,sp_defense,70,"23,81"
Walrein,sp_defense,90,"33,33"
Clamperl,sp_defense,55,"16,67"
Huntail,sp_defense,75,"26,19"
Gorebyss,sp_defense,75,"26,19"
Relicanth,sp_defense,65,"21,43"
Luvdisc,sp_defense,65,"21,43"
Bagon,sp_defense,30,"4,76"
Shelgon,sp_defense,50,"14,29"
Salamence,sp_defense,90,"33,33"
Beldum,sp_defense,60,"19,05"
Metang,sp_defense,80,"28,57"
Metagross,sp_defense,110,"42,86"
Regirock,sp_defense,100,"38,1"
Regice,sp_defense,200,"85,71"
Registeel,sp_defense,150,"61,9"
Latias,sp_defense,150,"61,9"
Latios,sp_defense,120,"47,62"
Kyogre,sp_defense,160,"66,67"
Groudon,sp_defense,90,"33,33"
Rayquaza,sp_defense,100,"38,1"
Jirachi,sp_defense,100,"38,1"
Deoxys,sp_defense,90,"33,33"
Turtwig,sp_defense,55,"16,67"
Grotle,sp_defense,65,"21,43"
Torterra,sp_defense,85,"30,95"
Chimchar,sp_defense,44,"11,43"
Monferno,sp_defense,52,"15,24"
Infernape,sp_defense,71,"24,29"
Piplup,sp_defense,56,"17,14"
Prinplup,sp_defense,76,"26,67"
Empoleon,sp_defense,101,"38,57"
Starly,sp_defense,30,"4,76"
Staravia,sp_defense,40,"9,52"
Staraptor,sp_defense,60,"19,05"
Bidoof,sp_defense,40,"9,52"
Bibarel,sp_defense,60,"19,05"
Kricketot,sp_defense,41,"10,0"
Kricketune,sp_defense,51,"14,76"
Shinx,sp_defense,34,"6,67"
Luxio,sp_defense,49,"13,81"
Luxray,sp_defense,79,"28,1"
Budew,sp_defense,70,"23,81"
Roserade,sp_defense,105,"40,48"
Cranidos,sp_defense,30,"4,76"
Rampardos,sp_defense,50,"14,29"
Shieldon,sp_defense,88,"32,38"
Bastiodon,sp_defense,138,"56,19"
Burmy,sp_defense,45,"11,9"
Wormadam,sp_defense,95,"35,71"
Mothim,sp_defense,50,"14,29"
Combee,sp_defense,42,"10,48"
Vespiquen,sp_defense,102,"39,05"
Pachirisu,sp_defense,90,"33,33"
Buizel,sp_defense,30,"4,76"
Floatzel,sp_defense,50,"14,29"
Cherubi,sp_defense,53,"15,71"
Cherrim,sp_defense,78,"27,62"
Shellos,sp_defense,62,"20,0"
Gastrodon,sp_defense,82,"29,52"
Ambipom,sp_defense,66,"21,9"
Drifloon,sp_defense,44,"11,43"
Drifblim,sp_defense,54,"16,19"
Buneary,sp_defense,56,"17,14"
Lopunny,sp_defense,96,"36,19"
Mismagius,sp_defense,105,"40,48"
Honchkrow,sp_defense,52,"15,24"
Glameow,sp_defense,37,"8,1"
Purugly,sp_defense,59,"18,57"
Chingling,sp_defense,50,"14,29"
Stunky,sp_defense,41,"10,0"
Skuntank,sp_defense,61,"19,52"
Bronzor,sp_defense,86,"31,43"
Bronzong,sp_defense,116,"45,71"
Bonsly,sp_defense,45,"11,9"
Mime Jr.,sp_defense,90,"33,33"
Happiny,sp_defense,65,"21,43"
Chatot,sp_defense,42,"10,48"
Spiritomb,sp_defense,108,"41,9"
Gible,sp_defense,45,"11,9"
Gabite,sp_defense,55,"16,67"
Garchomp,sp_defense,95,"35,71"
Munchlax,sp_defense,85,"30,95"
Riolu,sp_defense,40,"9,52"
Lucario,sp_defense,70,"23,81"
Hippopotas,sp_defense,42,"10,48"
Hippowdon,sp_defense,72,"24,76"
Skorupi,sp_defense,55,"16,67"
Drapion,sp_defense,75,"26,19"
Croagunk,sp_defense,40,"9,52"
Toxicroak,sp_defense,65,"21,43"
Carnivine,sp_defense,72,"24,76"
Finneon,sp_defense,61,"19,52"
Lumineon,sp_defense,86,"31,43"
Mantyke,sp_defense,120,"47,62"
Snover,sp_defense,60,"19,05"
Abomasnow,sp_defense,105,"40,48"
Weavile,sp_defense,85,"30,95"
Magnezone,sp_defense,90,"33,33"
Lickilicky,sp_defense,95,"35,71"
Rhyperior,sp_defense,55,"16,67"
Tangrowth,sp_defense,50,"14,29"
Electivire,sp_defense,85,"30,95"
Magmortar,sp_defense,95,"35,71"
Togekiss,sp_defense,115,"45,24"
